Season,Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,wRC+,BsR,Off,Def,WAR,playerid
2010,Adam Everett,Tigers,31,89,0,6,4,2,4.50%,20.20%,0.062,0.234,0.185,0.221,0.247,0.211,21,0.5,-7.8,2.1,-0.3,1430
1985,Chris Speier,Cubs,106,240,4,16,24,1,7.10%,14.20%,0.106,0.269,0.243,0.295,0.349,0.29,75,-1.1,-8,-2.7,-0.3,1012316
2007,Neifi Perez,Tigers,33,71,1,5,6,0,5.60%,11.30%,0.094,0.182,0.172,0.221,0.266,0.219,23,-0.7,-7.6,2.2,-0.3,620
1992,Jose Vizcaino,Cubs,86,305,1,25,17,3,4.60%,11.50%,0.074,0.252,0.225,0.26,0.298,0.252,52,0.5,-15.5,3.6,-0.3,577
2015,Alexei Ramirez,White Sox,154,622,10,54,62,17,5.00%,10.90%,0.108,0.264,0.249,0.285,0.357,0.279,74,-5,-23.4,0.4,-0.3,5133
2015,Pedro Florimon,Pirates,24,25,0,5,1,1,8.00%,48.00%,0.087,0.182,0.087,0.16,0.174,0.154,-11,0.4,-2.8,-0.7,-0.3,8385
2016,Chad Pinder,Athletics,22,55,1,4,4,0,5.50%,25.50%,0.137,0.297,0.235,0.273,0.373,0.276,71,0,-1.9,-2.8,-0.3,15191
1987,Steve Jeltz,Phillies,114,337,0,37,12,1,11.60%,16.00%,0.072,0.285,0.232,0.324,0.304,0.285,67,-0.8,-14.7,0.2,-0.3,1006387
1991,Eddie Zosky,Blue Jays,18,28,0,2,2,0,0.00%,28.60%,0.111,0.211,0.148,0.148,0.259,0.176,2,0,-3.2,-0.5,-0.3,1014459
2010,Augie Ojeda,Diamondbacks,59,92,0,6,5,0,8.70%,8.70%,0.038,0.205,0.19,0.258,0.228,0.227,27,-0.6,-8.6,2.9,-0.3,297
1994,Shawon Dunston,Cubs,88,356,11,38,35,3,4.50%,13.50%,0.157,0.296,0.278,0.313,0.435,0.322,91,-2.9,-7,-7.7,-0.3,1401
2004,Alfredo Amezaga,Angels,73,105,2,12,11,3,2.90%,22.90%,0.086,0.194,0.161,0.212,0.247,0.208,19,0.2,-10.6,4,-0.3,1
2012,Cesar Izturis,- - -,62,173,2,13,11,1,1.70%,7.50%,0.102,0.252,0.241,0.254,0.343,0.259,56,-1.4,-10.6,2.4,-0.3,656
2002,Henry Mateo,Expos,22,25,0,1,0,2,8.00%,24.00%,0.087,0.235,0.174,0.24,0.261,0.207,14,-0.6,-3.3,-0.5,-0.3,1461
2004,Freddy Sanchez,Pirates,9,20,0,2,2,0,0.00%,15.00%,0,0.188,0.158,0.158,0.158,0.141,-29,0.1,-3.2,-0.5,-0.3,1624
1993,Dickie Thon,Brewers,85,275,1,23,33,6,8.00%,14.20%,0.061,0.31,0.269,0.324,0.331,0.293,74,-0.8,-9.6,-2.1,-0.3,1013033
1985,Mario Ramirez,Padres,37,63,2,6,5,0,4.80%,17.50%,0.1,0.319,0.283,0.317,0.383,0.315,100,0,0,-5.1,-0.3,1010670
1994,Alex Rodriguez,Mariners,17,59,0,4,2,3,5.10%,33.90%,0,0.314,0.204,0.241,0.204,0.208,15,0.6,-6,0.9,-0.3,1274
2006,Robert Andino,Marlins,11,28,0,0,2,1,3.60%,21.40%,0.042,0.2,0.167,0.185,0.208,0.171,-7,0.4,-3.5,-0.5,-0.3,4900
1997,Tony Batista,Athletics,68,207,4,22,18,2,6.80%,15.00%,0.128,0.222,0.202,0.265,0.33,0.267,56,-0.5,-12.1,1.8,-0.3,124
2006,Manny Alexander,Padres,22,39,0,2,4,0,5.10%,12.80%,0.088,0.2,0.176,0.216,0.265,0.182,6,0,-4.8,0.4,-0.3,1954
2010,Everth Cabrera,Padres,76,241,1,22,22,10,7.90%,22.40%,0.071,0.274,0.208,0.279,0.278,0.251,56,-0.2,-12.8,2.3,-0.3,8155
2012,Munenori Kawasaki,Mariners,61,115,0,13,7,2,7.00%,15.70%,0.01,0.233,0.192,0.257,0.202,0.215,35,-0.6,-9.4,2.6,-0.3,13047
2010,Argenis Diaz,Pirates,22,36,0,0,2,0,8.30%,27.80%,0.03,0.348,0.242,0.306,0.273,0.255,55,-0.6,-2.6,-1.5,-0.3,6403
2007,Don Kelly,Pirates,25,32,0,2,0,0,9.40%,9.40%,0,0.167,0.148,0.281,0.148,0.225,28,-1.1,-4.1,-0.1,-0.3,2216
2013,Ruben Tejada,Mets,57,227,0,20,10,2,6.60%,10.60%,0.058,0.228,0.202,0.259,0.26,0.236,48,1,-12.3,2.7,-0.3,5519
2000,Alex Gonzalez,Blue Jays,141,591,15,68,69,4,7.30%,19.10%,0.152,0.295,0.252,0.313,0.404,0.316,79,-1,-17.9,-5.7,-0.3,281
1995,Alex Rodriguez,Mariners,48,149,5,15,19,4,4.00%,28.20%,0.176,0.295,0.232,0.264,0.408,0.292,69,-0.1,-6.2,-2,-0.3,1274
2007,Clint Barmes,Rockies,27,39,0,5,1,0,2.60%,33.30%,0.081,0.333,0.216,0.237,0.297,0.223,18,0.7,-3.5,-1,-0.3,1830
1988,Ivan DeJesus,Tigers,7,21,0,1,0,0,4.80%,19.00%,0,0.231,0.176,0.222,0.176,0.19,17,0,-2,-1.6,-0.3,1003150
2001,Denny Hocking,Twins,112,363,3,34,25,6,8.00%,18.50%,0.089,0.306,0.251,0.315,0.339,0.291,72,0.7,-12.1,-3.6,-0.3,730
2004,Angel Berroa,Royals,134,554,8,72,43,14,4.20%,15.70%,0.123,0.301,0.262,0.308,0.385,0.304,75,0.5,-17.4,-4.7,-0.3,591
2013,Omar Quintanilla,Mets,95,359,2,28,21,2,10.60%,19.50%,0.06,0.278,0.222,0.306,0.283,0.262,66,0.8,-12.8,-0.7,-0.3,6335
2007,Alberto Gonzalez,Yankees,12,15,0,3,1,0,6.70%,6.70%,0,0.077,0.071,0.133,0.071,0.107,-51,-0.2,-3.1,-0.7,-0.3,4906
2012,Reid Brignac,Rays,16,22,0,1,1,0,4.50%,22.70%,0,0.125,0.095,0.136,0.095,0.112,-37,0.1,-3.4,-0.3,-0.3,8380
2012,Juan Diaz,Indians,5,17,0,4,0,0,5.90%,29.40%,0,0.4,0.267,0.353,0.267,0.291,84,-1.1,-1.5,-2.1,-0.3,9235
1998,Scott Sheldon,Rangers,7,17,0,0,1,0,5.90%,35.30%,0,0.2,0.125,0.176,0.125,0.148,-27,0,-2.8,-1,-0.3,1011856
1996,Mike Bordick,Athletics,155,587,5,46,54,5,8.90%,10.10%,0.078,0.26,0.24,0.307,0.318,0.285,65,-1.8,-30.7,5.3,-0.3,129
1993,Tripp Cromer,Cardinals,10,24,0,1,0,0,4.20%,25.00%,0,0.118,0.087,0.125,0.087,0.105,-46,0,-4.3,0.3,-0.3,1719
1998,Jeff Blauser,Cubs,119,435,4,49,26,2,13.80%,21.40%,0.08,0.281,0.219,0.34,0.299,0.3,77,-0.5,-13.3,-3.5,-0.3,1001062
2010,Ruben Tejada,Mets,78,255,1,28,15,2,8.60%,14.90%,0.069,0.25,0.213,0.305,0.282,0.268,64,1.7,-9.3,-1.7,-0.3,5519
2013,Cesar Izturis,Reds,63,142,0,6,11,0,6.30%,9.20%,0.062,0.231,0.209,0.259,0.271,0.233,39,-0.1,-9.9,2.7,-0.3,656
2003,Wilson Delgado,- - -,62,140,0,12,7,0,7.90%,12.90%,0.024,0.264,0.228,0.293,0.252,0.253,50,-1.7,-10.8,2.8,-0.3,1150
1992,Kevin Baez,Mets,6,13,0,0,0,0,0.00%,0.00%,0,0.154,0.154,0.154,0.154,0.14,-22,0,-1.7,-1.8,-0.3,1000410
1986,Edgar Diaz,Brewers,5,14,0,0,0,0,7.10%,21.40%,0,0.3,0.231,0.286,0.231,0.244,44,0,-0.9,-2.8,-0.3,1003264
2000,Alex Cora,Dodgers,109,394,4,39,32,4,6.60%,13.50%,0.119,0.268,0.238,0.302,0.357,0.289,70,0.4,-15.8,-0.6,-0.3,1386
1995,Alvaro Espinoza,Indians,66,150,2,15,17,0,1.30%,10.70%,0.07,0.268,0.252,0.264,0.322,0.259,48,-0.9,-11.2,2.6,-0.3,1003828
2009,Jed Lowrie,Red Sox,32,76,2,5,11,0,7.90%,26.30%,0.118,0.167,0.147,0.211,0.265,0.213,15,-0.7,-8.8,3,-0.3,4418
1991,David Howard,Royals,94,264,1,20,17,3,6.10%,17.00%,0.042,0.26,0.216,0.267,0.258,0.244,47,-0.2,-16.7,5.3,-0.3,1006075
2008,Reid Brignac,Rays,4,11,0,1,0,0,9.10%,45.50%,0,0,0,0.091,0,0.064,-76,0.3,-2.1,-1.6,-0.3,8380
1986,Doug Baker,Tigers,13,30,0,1,0,0,6.70%,23.30%,0.042,0.176,0.125,0.192,0.167,0.173,2,0,-3.6,-0.6,-0.3,1000449
2013,Luis Cruz,- - -,61,187,1,18,11,1,3.20%,17.60%,0.035,0.171,0.145,0.19,0.179,0.169,-1,0.4,-20.9,12.2,-0.3,3188
1993,Brian Koelling,Reds,7,16,0,2,0,0,0.00%,12.50%,0,0.077,0.067,0.125,0.067,0.103,-50,0,-3,-0.9,-0.3,1007075
1987,Al Newman,Twins,110,349,0,44,29,15,9.70%,7.70%,0.081,0.242,0.221,0.298,0.303,0.274,59,-1.8,-19.9,4.6,-0.3,1009539
1995,Archi Cianfrocco,Padres,51,133,5,22,31,0,8.30%,21.10%,0.186,0.302,0.263,0.333,0.449,0.341,108,-0.9,0.4,-8.1,-0.3,1002231
2013,Daniel Descalso,Cardinals,123,358,5,43,43,6,6.10%,15.60%,0.128,0.271,0.238,0.29,0.366,0.284,79,2.2,-6.3,-7.4,-0.3,8392
1995,Mike Brumley,Astros,18,18,1,1,2,1,0.00%,33.30%,0.167,0,0.056,0.056,0.222,0.112,-42,0.2,-3,-1,-0.3,1001586
2009,Chris Burke,Padres,32,89,1,8,5,4,6.70%,18.00%,0.098,0.246,0.207,0.27,0.305,0.26,60,0.9,-3.5,-2.7,-0.3,2164
1991,Rod Booker,Phillies,28,56,0,3,7,0,1.80%,12.50%,0.019,0.255,0.226,0.236,0.245,0.209,25,0,-4.8,-0.3,-0.3,1001180
2005,Andy Machado,- - -,6,15,0,1,2,0,13.30%,40.00%,0,0,0,0.133,0,0.094,-63,0.1,-3,-0.8,-0.3,1853
1986,Luis Aguayo,Phillies,62,146,4,17,13,1,5.50%,17.80%,0.15,0.229,0.211,0.267,0.361,0.28,69,-0.2,-5.5,-2.6,-0.3,1000085
2013,Jonathan Villar,Astros,58,241,1,26,8,18,10.00%,29.50%,0.076,0.362,0.243,0.321,0.319,0.289,79,0.3,-5.5,-5.6,-0.3,10071
1998,Pokey Reese,Reds,59,151,1,20,16,3,9.30%,18.50%,0.068,0.311,0.256,0.322,0.323,0.29,69,-0.3,-6.2,-2,-0.3,1004
2017,Ryan Goins,Blue Jays,143,459,9,37,62,3,6.80%,20.90%,0.12,0.283,0.237,0.286,0.356,0.278,69,-0.8,-18.6,-0.7,-0.3,9807
2002,Mike Moriarty,Orioles,8,16,0,0,3,0,0.00%,12.50%,0.063,0.214,0.188,0.188,0.25,0.19,9,-1.3,-3.1,-0.8,-0.3,158
2001,Ramon Vazquez,Mariners,17,37,0,5,4,0,0.00%,8.10%,0,0.242,0.229,0.222,0.229,0.197,15,0,-4,-0.8,-0.3,1058
2016,Taylor Motter,Rays,34,93,2,11,9,0,11.80%,20.40%,0.113,0.217,0.188,0.29,0.3,0.267,66,-1.2,-5,-1.5,-0.3,12399
1993,Paul Faries,Giants,15,39,0,6,4,2,2.60%,10.30%,0.111,0.242,0.222,0.237,0.333,0.248,50,0.4,-2,-2.8,-0.3,1003929
2002,Luis Lopez,- - -,58,122,2,11,10,1,4.10%,17.20%,0.103,0.223,0.197,0.23,0.299,0.233,38,0.2,-9.2,1.6,-0.3,695
2000,Santiago Perez,Brewers,24,63,0,8,2,4,12.70%,14.30%,0.038,0.205,0.173,0.29,0.212,0.231,26,0.8,-5.5,-0.3,-0.3,1010187
1992,Rafael Ramirez,Astros,73,185,1,17,13,0,3.80%,13.00%,0.051,0.285,0.25,0.283,0.301,0.266,68,0,-6.5,-2.8,-0.3,1010673
1997,Shawn Gilbert,Mets,29,23,1,3,1,1,4.30%,34.80%,0.136,0.154,0.136,0.174,0.273,0.197,12,0.2,-2.4,-1.9,-0.3,1004696
2003,Jose Vizcaino,Astros,91,203,3,14,26,0,3.90%,10.80%,0.116,0.267,0.249,0.281,0.365,0.276,60,0.4,-10.1,-0.2,-0.4,577
1986,Alvaro Espinoza,Twins,37,45,0,4,1,0,2.20%,22.20%,0.024,0.281,0.214,0.233,0.238,0.214,23,-0.4,-4.6,-0.3,-0.4,1003828
2001,Pokey Reese,Reds,133,474,9,50,40,25,7.20%,17.30%,0.119,0.255,0.224,0.284,0.343,0.273,58,3.2,-23.1,3.9,-0.4,1004
1994,Erik Johnson,Giants,5,13,0,0,0,0,0.00%,30.80%,0,0.222,0.154,0.154,0.154,0.138,-27,0,-2.1,-1.9,-0.4,1006455
2005,Omar Quintanilla,Rockies,39,143,0,16,7,2,6.30%,10.50%,0.023,0.248,0.219,0.27,0.242,0.236,26,0,-13.2,5,-0.4,6335
2014,Nick Ahmed,Diamondbacks,25,75,1,9,4,0,4.00%,13.30%,0.071,0.22,0.2,0.233,0.271,0.227,34,-0.1,-5.7,0.2,-0.4,12147
1991,Mike Benjamin,Giants,54,120,2,12,8,3,5.80%,21.70%,0.085,0.138,0.123,0.188,0.208,0.178,8,0.6,-12,4.9,-0.4,981
1991,Tom Foley,Expos,86,187,0,12,15,2,7.50%,16.00%,0.077,0.248,0.208,0.269,0.286,0.245,51,0.4,-9.9,0.6,-0.4,1004200
2010,Cesar Izturis,Orioles,150,513,1,42,28,11,4.90%,10.30%,0.038,0.257,0.23,0.277,0.268,0.249,46,0,-32.8,11.8,-0.4,656
2014,Erisbel Arruebarrena,Dodgers,22,45,0,4,4,0,6.70%,37.80%,0.024,0.32,0.195,0.244,0.22,0.213,35,0.6,-2.7,-1.9,-0.4,15809
1989,Gary Sheffield,Brewers,95,405,5,34,32,10,6.70%,8.10%,0.09,0.258,0.247,0.303,0.337,0.294,82,-0.5,-8.8,-8.6,-0.4,114
1998,Chris Snopek,- - -,61,155,1,19,6,3,10.30%,18.70%,0.036,0.25,0.204,0.29,0.241,0.252,46,0.6,-10.3,1.2,-0.4,1012236
2015,Chris Taylor,Mariners,37,102,0,9,1,3,5.90%,30.40%,0.053,0.254,0.17,0.22,0.223,0.201,23,0.1,-9,2.3,-0.4,13757
1995,Mario Diaz,Marlins,49,89,1,5,6,0,1.10%,13.50%,0.069,0.257,0.23,0.239,0.299,0.238,37,0,-7.1,0.3,-0.4,1003267
2014,Omar Quintanilla,Mets,15,31,0,2,3,0,6.50%,16.10%,0.034,0.25,0.207,0.258,0.241,0.23,45,-0.3,-2.2,-2,-0.4,6335
2009,Kevin Frandsen,Giants,23,54,0,3,1,0,5.60%,7.40%,0.04,0.152,0.14,0.204,0.18,0.182,1,-0.5,-7.1,1.7,-0.4,7528
1991,Dave Rohde,Astros,29,48,0,3,0,0,10.40%,16.70%,0,0.152,0.122,0.217,0.122,0.176,6,0,-5.1,0.2,-0.4,1011144
2001,Alex Cora,Dodgers,134,449,4,38,29,0,6.90%,12.90%,0.089,0.243,0.217,0.285,0.306,0.26,57,-0.9,-26,7.5,-0.4,1386
2013,Eduardo Escobar,Twins,66,179,3,23,10,0,6.10%,19.00%,0.109,0.279,0.236,0.282,0.345,0.278,71,0.5,-5.4,-3.9,-0.4,6153
2011,Osvaldo Martinez,Marlins,20,23,0,0,1,0,0.00%,39.10%,0,0.214,0.13,0.13,0.13,0.116,-41,-0.2,-4,-0.2,-0.4,3900
2010,Trevor Plouffe,Twins,22,44,2,7,6,0,0.00%,31.80%,0.171,0.154,0.146,0.143,0.317,0.193,10,0.2,-4.5,-0.6,-0.4,7462
1998,Ray Holbert,- - -,10,23,0,2,1,0,8.70%,21.70%,0,0.125,0.1,0.174,0.1,0.14,-23,0,-3.7,-0.8,-0.4,1005937
1996,Mark Loretta,Brewers,73,170,1,20,13,2,8.20%,8.80%,0.039,0.304,0.279,0.339,0.318,0.303,70,-0.1,-7.2,-3,-0.4,1383
1992,Carlos Garcia,Pirates,22,42,0,4,4,0,0.00%,21.40%,0.026,0.25,0.205,0.195,0.231,0.188,11,0,-4.1,-0.7,-0.4,1004496
2000,Andy Sheets,Red Sox,12,21,0,1,1,0,0.00%,14.30%,0,0.111,0.095,0.095,0.095,0.086,-68,0,-4.8,0,-0.4,1226
1999,Gary DiSarcina,Angels,81,298,1,32,29,2,5.00%,10.70%,0.044,0.255,0.229,0.273,0.273,0.251,38,-0.5,-25.4,10.3,-0.4,1003322
1997,Norberto Martin,White Sox,71,219,2,24,27,1,2.70%,14.20%,0.07,0.344,0.3,0.32,0.371,0.307,83,-1.5,-6.2,-5.2,-0.4,1008185
1999,Ray Holbert,Royals,34,115,0,14,5,7,7.00%,17.40%,0.03,0.346,0.28,0.33,0.31,0.294,63,-0.4,-6.1,-1.8,-0.4,1005937
2014,Everth Cabrera,Padres,90,391,3,36,20,18,5.10%,22.00%,0.067,0.294,0.232,0.272,0.3,0.257,64,1.5,-14.4,-0.6,-0.4,8155
2013,Marwin Gonzalez,Astros,72,222,4,22,14,6,4.10%,16.70%,0.098,0.25,0.221,0.252,0.319,0.253,54,0.5,-11.1,0.3,-0.4,5497
1987,Mike Brumley,Cubs,39,117,1,8,9,7,8.50%,25.60%,0.087,0.27,0.202,0.276,0.288,0.253,43,0.9,-7.5,-0.3,-0.4,1001586
1985,Doug Baker,Tigers,15,27,0,4,1,0,0.00%,33.30%,0.037,0.278,0.185,0.185,0.222,0.181,8,0,-3,-1.6,-0.4,1000449
2016,Nick Noonan,Padres,7,20,0,0,1,0,5.00%,25.00%,0,0.214,0.167,0.2,0.167,0.166,-1,-0.4,-2.9,-1.5,-0.4,6880
1993,Luis Rivera,Red Sox,62,145,1,13,7,1,7.60%,24.80%,0.1,0.277,0.208,0.273,0.308,0.265,53,-0.6,-9,0.6,-0.4,1011003
2013,Jake Elmore,Astros,52,136,2,16,6,1,9.60%,14.70%,0.083,0.273,0.242,0.313,0.325,0.289,79,-1.8,-5.1,-2.9,-0.4,7290
2013,Brendan Ryan,- - -,104,349,4,30,22,4,6.60%,20.90%,0.075,0.243,0.197,0.255,0.273,0.238,47,-0.4,-21.4,6.3,-0.4,6073
2008,Callix Crabbe,Padres,21,39,0,4,2,1,10.30%,15.40%,0.029,0.214,0.176,0.282,0.206,0.239,45,0.7,-2,-3.1,-0.4,4448
1986,Luis Rivera,Expos,55,187,0,20,13,1,9.10%,17.60%,0.078,0.254,0.205,0.285,0.283,0.264,62,-0.2,-8.5,-1.5,-0.4,1011003
1986,Wade Rowdon,Reds,38,92,0,9,10,2,9.80%,18.50%,0.088,0.313,0.25,0.33,0.338,0.305,84,0.4,-1.3,-5.7,-0.4,1011251
1999,Giomar Guevara,Mariners,10,12,0,2,2,0,0.00%,16.70%,0.167,0.3,0.25,0.25,0.417,0.283,64,0,-0.6,-3.7,-0.4,1005123
2002,Mike Caruso,Royals,12,21,0,3,0,0,4.80%,9.50%,0,0.111,0.1,0.143,0.1,0.119,-48,-0.3,-4.1,-0.5,-0.4,595
1993,Denny Hocking,Twins,15,42,0,7,0,1,14.30%,19.00%,0.028,0.179,0.139,0.262,0.167,0.219,25,0.2,-3.7,-1.5,-0.4,730
1993,Wil Cordero,Expos,138,521,10,56,58,12,6.50%,11.50%,0.139,0.266,0.248,0.308,0.387,0.305,84,1.2,-9.2,-13.1,-0.4,770
1998,Carlos Garcia,Angels,19,40,0,4,0,2,7.50%,27.50%,0.029,0.208,0.143,0.231,0.171,0.198,10,0.4,-4.3,-1.1,-0.4,1004496
2014,Alex Gonzalez,Tigers,9,32,0,4,2,0,6.30%,12.50%,0.067,0.192,0.167,0.219,0.233,0.206,24,-0.5,-3.2,-1.4,-0.4,520
2000,Abraham Nunez,Pirates,40,99,1,10,8,0,8.10%,14.10%,0.044,0.25,0.22,0.283,0.264,0.249,37,0,-8.4,0.8,-0.4,1420
2001,James Lofton,Red Sox,8,28,0,1,1,2,3.60%,14.30%,0.038,0.217,0.192,0.214,0.231,0.196,9,0,-3.2,-1.7,-0.4,1007700
2005,Tony Giarratano,Tigers,15,47,1,4,4,1,10.60%,14.90%,0.071,0.147,0.143,0.234,0.214,0.212,23,0.1,-4.3,-1.2,-0.4,6270
2000,Orlando Cabrera,Expos,125,454,13,47,55,4,5.50%,6.20%,0.156,0.227,0.237,0.279,0.393,0.289,63,-1,-23.6,4.1,-0.4,766
1987,Johnnie LeMaster,Athletics,20,25,0,3,1,0,4.00%,16.00%,0,0.1,0.083,0.12,0.083,0.1,-46,-0.4,-5.1,0.2,-0.4,1007513
1991,Dave Anderson,Giants,100,240,2,24,13,2,5.00%,14.60%,0.066,0.286,0.248,0.286,0.314,0.27,71,-1.2,-9.2,-2.5,-0.4,1000223
1989,Eric Yelding,Astros,70,102,0,19,9,11,6.90%,18.60%,0.022,0.288,0.233,0.29,0.256,0.256,64,0.2,-3.8,-3.4,-0.4,1014335
1999,Kelly Dransfeldt,Rangers,16,57,1,3,5,0,5.30%,21.10%,0.075,0.225,0.189,0.232,0.264,0.225,20,0,-6.1,-0.1,-0.4,1248
1988,Al Pedrique,Pirates,50,137,0,7,4,0,5.80%,12.40%,0.039,0.207,0.18,0.234,0.219,0.205,27,-0.1,-10.9,3,-0.4,1010121
1990,Rafael Belliard,Pirates,47,61,0,10,6,1,8.20%,21.30%,0.056,0.268,0.204,0.283,0.259,0.257,58,-0.6,-3.6,-2.5,-0.4,1000811
1993,Vinny Castilla,Rockies,105,357,9,36,30,2,3.60%,12.60%,0.148,0.267,0.255,0.283,0.404,0.296,64,-1.6,-17.6,1,-0.4,84
2000,Greg LaRocca,Padres,13,30,0,1,2,0,3.30%,13.30%,0.074,0.261,0.222,0.25,0.296,0.243,41,0,-2.4,-2.8,-0.4,1582
1988,Luis Aguayo,- - -,99,260,6,21,13,2,7.70%,19.20%,0.105,0.291,0.249,0.309,0.354,0.298,87,-0.6,-4.4,-8.4,-0.4,1000085
2017,Alex Mejia,Cardinals,29,49,1,6,3,0,4.10%,26.50%,0.065,0.125,0.109,0.146,0.174,0.143,-19,0.1,-7.4,1.7,-0.4,13877
1990,Gary DiSarcina,Angels,18,61,0,8,0,1,4.90%,16.40%,0.053,0.17,0.14,0.183,0.193,0.175,3,0.2,-6.6,0.8,-0.4,1003322
1985,Paul Zuvella,Braves,81,210,0,16,4,2,7.60%,6.70%,0.053,0.273,0.253,0.311,0.305,0.281,68,0.3,-7.2,-3.8,-0.4,1014465
1996,Chad Fonville,Dodgers,103,221,0,34,13,7,7.70%,14.00%,0.03,0.241,0.204,0.266,0.234,0.233,41,0.4,-16.1,4.6,-0.4,1004208
1994,Rafael Belliard,Braves,46,127,0,9,9,0,1.60%,22.80%,0.075,0.315,0.242,0.264,0.317,0.254,45,-0.9,-9.9,1.3,-0.4,1000811
2011,Brandon Hicks,Braves,17,22,0,1,1,0,4.50%,40.90%,0,0.083,0.048,0.091,0.048,0.072,-69,0,-4.3,-0.3,-0.4,4003
2004,Ramon Martinez,Cubs,102,298,3,22,30,1,8.70%,13.40%,0.1,0.276,0.246,0.313,0.346,0.289,68,-1.9,-14.1,-0.2,-0.4,1120
1986,Spike Owen,- - -,154,593,1,67,45,4,8.60%,8.60%,0.078,0.253,0.231,0.3,0.309,0.278,65,-0.8,-26,2.2,-0.4,1009924
2005,Cesar Izturis,Dodgers,106,478,2,48,31,8,5.20%,10.70%,0.065,0.286,0.257,0.302,0.322,0.279,66,-3.8,-24.3,4.6,-0.4,656
1999,Domingo Cedeno,- - -,53,120,3,9,13,1,8.30%,25.80%,0.139,0.216,0.176,0.252,0.315,0.255,43,-0.7,-10,1.5,-0.4,1002101
1989,Craig Reynolds,Astros,101,213,2,16,14,1,8.90%,8.50%,0.053,0.213,0.201,0.274,0.254,0.239,52,0.1,-11,0.5,-0.4,1010867
2012,Marwin Gonzalez,Astros,80,219,2,21,12,3,5.90%,13.20%,0.093,0.264,0.234,0.28,0.327,0.269,65,-6.3,-15.5,4.7,-0.4,5497
2015,Cliff Pennington,- - -,105,249,3,24,21,3,10.80%,19.70%,0.071,0.253,0.21,0.298,0.281,0.26,57,-1.4,-13.9,2.1,-0.4,3395
1995,Derek Jeter,Yankees,15,51,0,5,7,0,5.90%,21.60%,0.125,0.324,0.25,0.294,0.375,0.296,75,0,-1.7,-4.3,-0.4,826
1991,Jeff Gardner,Mets,13,42,0,3,1,0,9.50%,14.30%,0,0.188,0.162,0.238,0.162,0.197,19,0,-3.9,-1.6,-0.4,1004526
2000,Juan Castro,Reds,82,244,4,20,23,0,5.70%,13.50%,0.125,0.265,0.241,0.283,0.366,0.283,57,-0.9,-15.1,2.3,-0.4,315
1999,Wilson Delgado,Giants,35,78,0,7,3,1,6.40%,11.50%,0.056,0.29,0.254,0.312,0.31,0.285,65,0.2,-3.5,-3.3,-0.4,1150
1993,Luis Sojo,Blue Jays,19,54,0,5,6,0,7.40%,3.70%,0.043,0.174,0.17,0.231,0.213,0.208,18,0,-5.4,-0.5,-0.4,1834
1998,Ricky Gutierrez,Astros,141,561,2,55,46,13,9.60%,15.00%,0.073,0.306,0.261,0.337,0.334,0.302,84,-0.4,-11.7,-9.9,-0.4,387
2001,Jason Maxwell,Twins,39,78,1,4,10,2,11.50%,29.50%,0.103,0.273,0.191,0.286,0.294,0.253,46,0.4,-4.9,-2.1,-0.4,1008288
2005,Tomas Perez,Phillies,94,176,0,17,22,1,6.30%,15.30%,0.044,0.278,0.233,0.289,0.277,0.253,45,1,-11.1,1.1,-0.4,965
2000,Chris Woodward,Blue Jays,37,115,3,16,14,1,8.70%,24.30%,0.154,0.219,0.183,0.254,0.337,0.25,37,0.2,-9.7,1,-0.4,1329
1986,Chris Pittaro,Twins,11,21,0,0,0,0,0.00%,38.10%,0,0.154,0.095,0.095,0.095,0.086,-61,0,-4.1,-0.8,-0.4,1010374
2003,Ramon Martinez,Cubs,108,333,3,30,34,0,7.20%,15.00%,0.092,0.323,0.283,0.333,0.375,0.311,85,-4.3,-10.8,-4.5,-0.4,1120
1993,Tito Navarro,Mets,12,18,0,1,1,0,0.00%,22.20%,0,0.077,0.059,0.059,0.059,0.053,-81,0,-4,-0.9,-0.4,1009467
2006,Ray Olmedo,Reds,30,48,1,5,4,1,8.30%,8.30%,0.114,0.205,0.205,0.271,0.318,0.263,49,0.3,-2.9,-3.2,-0.4,1718
2006,John McDonald,Blue Jays,104,286,3,35,23,7,5.60%,14.30%,0.085,0.252,0.223,0.271,0.308,0.258,47,1.6,-17.9,3.5,-0.4,395
2003,Jose Morban,Orioles,61,77,2,14,5,8,3.90%,27.30%,0.085,0.167,0.141,0.187,0.225,0.186,6,2.6,-6.4,-0.6,-0.4,1682
1997,Denny Hocking,Twins,115,278,2,28,25,3,6.50%,18.30%,0.103,0.313,0.257,0.308,0.36,0.298,72,-1.5,-11.5,-2.6,-0.4,730
1998,Kevin Polcovich,Pirates,81,238,0,18,14,4,6.30%,13.90%,0.057,0.22,0.189,0.255,0.245,0.228,29,-0.5,-21.9,9.7,-0.4,1010417
2001,Augie Ojeda,Cubs,78,162,1,16,12,1,7.40%,12.30%,0.069,0.224,0.201,0.269,0.271,0.242,42,0.2,-12.2,2.3,-0.4,297
1993,Rod Correia,Angels,64,143,0,12,9,2,4.20%,14.00%,0.039,0.315,0.266,0.319,0.305,0.289,72,-1.2,-6.1,-2.8,-0.4,1002638
